== r36-s1  (**Ended:** budget reached.)
  t	alive	jointed	jnt inh	diverged	spd jnt	spd rig	work J/s	photo inh	absorpt	inherit	cols	x sd	wraps
  17400	1571	5	4	16	0.09098	0.08355	138.2	1518	64	63	100/100	7.89	1600
  17500	1572	5	4	16	0.10028	0.08847	118.37	1519	63	62	100/100	7.81	1645
  17600	1592	5	4	16	0.08635	0.08973	110.08	1536	66	65	100/100	8.74	1532
  17700	1608	5	4	16	0.06932	0.08739	118.19	1553	64	63	100/100	7.25	1665
  17800	1604	12	11	16	0.09597	0.08208	345.43	1551	62	60	100/100	7.26	1770
  17900	1615	18	17	16	0.08889	0.08099	546.89	1563	61	59	100/100	6.84	1587
  18000	1604	14	13	16	0.09929	0.08474	377.63	1551	62	60	100/100	6.47	1656
  18100	1601	10	9	16	0.11124	0.08804	219.71	1551	59	57	100/100	6.49	1811
  18200	1611	9	8	16	0.11263	0.08829	218.46	1563	56	54	100/100	6.18	1728
  18300	1622	9	8	16	0.10062	0.0864	242.14	1576	54	52	100/100	6.44	1760
  18400	1622	9	8	16	0.10345	0.08205	224.68	1578	52	50	100/100	6.38	1846
  18500	1622	7	6	16	0.10848	0.0828	148.24	1581	49	47	100/100	7.16	1871
  18600	1631	7	6	16	0.10766	0.08672	162.66	1589	55	53	100/100	9.74	1906
  18700	1646	7	6	16	0.12883	0.08474	191.97	1604	58	56	100/100	7.62	1926
  18800	1651	7	6	16	0.10521	0.08528	161.97	1608	60	58	100/100	6.78	1913
  18900	1648	6	6	16	0.12279	0.08322	123.93	1607	56	55	100/100	6.52	1918
  19000	1644	6	6	16	0.11121	0.08237	156.62	1603	54	53	100/100	7.14	1864
  19100	1640	6	6	16	0.0819	0.08328	164.62	1597	56	55	100/100	8.91	1769
  19200	1637	5	5	17	0.08452	0.08365	138.15	1595	53	52	100/100	9.98	1829
  19300	1629	5	5	17	0.09713	0.0861	109.3	1587	56	55	100/100	7.00	1788
  19400	1635	5	5	17	0.09638	0.08532	110.72	1592	61	60	100/100	7.00	1926
  19500	1634	5	5	17	0.09204	0.08136	147.84	1592	57	56	100/100	6.81	1669
  19600	1621	5	5	17	0.10108	0.08084	131.89	1575	58	57	100/100	6.99	1550
  19700	1600	4	4	17	0.08478	0.083	93.91	1554	56	56	100/100	8.03	1570
  19800	1611	4	4	17	0.0799	0.08946	82.12	1567	52	52	100/100	8.03	1791
  19900	1618	4	4	17	0.09894	0.09609	107.39	1571	55	55	100/100	8.72	2077
  20000	1607	4	4	17	0.09866	0.09433	127.24	1560	54	54	100/100	8.32	2006
  20100	1616	5	4	17	0.08822	0.08501	101.97	1571	51	51	100/100	7.78	1900
  20200	1626	4	3	17	0.08419	0.07827	54.92	1582	49	49	100/100	7.51	1675
  20300	1627	4	3	17	0.09723	0.08497	77.23	1582	52	52	100/100	7.85	1631
  20400	1638	4	3	17	0.08634	0.087	89.66	1590	71	71	100/100	8.98	1638
  20500	1643	4	3	17	0.07412	0.08834	87.2	1590	76	76	100/100	7.67	1622
  20600	1647	4	3	17	0.09433	0.08419	74.8	1594	71	71	100/100	8.28	1611
  20700	1650	4	3	17	0.09469	0.08267	57.83	1596	69	69	100/100	8.57	1855
  20800	1656	4	3	17	0.08381	0.08379	90.25	1601	67	67	100/100	8.13	1801
  20900	1660	4	3	17	0.08962	0.08558	80.26	1605	68	68	100/100	7.36	1517
  21000	1666	4	3	17	0.07579	0.08437	69.05	1611	67	67	100/100	8.61	1658
  21100	1671	4	3	17	0.08847	0.08642	71.67	1612	67	67	100/100	7.03	1911
  21200	1670	4	3	17	0.09229	0.08538	67.76	1608	69	69	100/100	7.17	1785
  21300	1672	4	3	17	0.08828	0.08489	95.51	1606	73	73	100/100	7.77	1735
  21400	1675	4	3	17	0.0881	0.08457	89.08	1609	72	72	100/100	8.61	1743
  21500	1670	4	3	17	0.11369	0.08601	57.02	1603	72	72	100/100	7.99	1950
  21600	1657	4	3	17	0.11218	0.0893	73.63	1591	70	70	100/100	9.00	2041
  21700	1654	4	3	17	0.08261	0.08863	85.33	1586	69	69	100/100	7.84	1997
  21800	1655	4	3	17	0.0858	0.08342	91.42	1585	71	71	100/100	8.59	1962
  21900	1659	4	3	17	0.08839	0.08265	78.11	1586	74	74	100/100	8.53	1908
  22000	1657	4	3	17	0.09309	0.08202	55.92	1585	74	74	100/100	7.89	2017
  22100	1658	4	3	17	0.09399	0.08711	86.13	1585	75	75	100/100	8.98	2162
  22200	1657	4	3	17	0.08591	0.0903	96.88	1581	77	77	100/100	7.38	1835
  22300	1667	4	3	17	0.08657	0.08792	74.06	1590	79	79	100/100	8.06	1856
  22400	1665	3	3	17	0.09338	0.08553	71.92	1590	77	77	100/100	10.01	1740
  22500	1680	3	3	17	0.07807	0.08424	64.1	1602	80	80	100/100	8.31	1821
  22600	1682	3	3	17	0.1094	0.07997	95.07	1604	79	79	100/100	7.59	1923
  22700	1680	3	3	17	0.09692	0.08263	91.87	1603	78	78	100/100	7.53	1915
  22800	1674	2	2	17	0.08865	0.0844	39.54	1598	77	77	100/100	7.89	1804
  22900	1663	2	2	17	0.07689	0.08403	40.86	1587	77	77	100/100	7.33	1719
  23000	1670	1	1	17	0.07176	0.086	29.6	1596	75	75	100/100	7.68	1825
  23100	1685	1	1	17	0.07865	0.08946	22.61	1611	75	75	100/100	7.95	2126
  23200	1677	1	1	17	0.11597	0.08795	28.52	1605	73	73	100/100	7.65	2073
  23300	1671	1	1	17	0.09284	0.08703	12.33	1599	73	73	100/100	7.23	1828
  23400	1669	1	1	17	0.10453	0.08596	33.3	1591	80	80	100/100	7.65	1635
  23500	1655	1	1	17	0.0961	0.08471	31.29	1574	83	83	100/100	7.69	1553
  23600	1661	1	1	17	0.10427	0.08476	14.86	1582	81	81	100/100	7.35	1813
  23700	1663	1	1	17	0.08928	0.08552	28.43	1587	85	85	100/100	7.57	1876
  23800	1666	1	1	17	0.04875	0.08628	20.33	1590	88	88	100/100	7.72	1875
  23900	1660	1	1	17	0.07856	0.0881	33.73	1584	85	85	100/100	8.53	1821
  24000	1659	1	1	17	0.08796	0.0889	29.31	1584	83	83	100/100	6.90	1768
  24100	1651	1	1	17	0.06657	0.08448	10.75	1575	83	82	100/100	7.36	1652
  24200	1662	1	1	17	0.12104	0.08066	29.99	1587	82	80	100/100	8.54	1705
  24300	1661	1	1	17	0.0784	0.08037	28.06	1586	80	78	100/100	8.12	1904
  24400	1657	1	1	17	0.04266	0.08185	25.3	1584	78	76	100/100	8.81	1935
  24500	1652	1	1	17	0.09913	0.08725	28.56	1580	75	73	100/100	8.80	1912
  24600	1658	1	1	17	0.10628	0.08893	10.48	1583	76	74	100/100	8.64	1922
  24700	1666	1	1	17	0.10698	0.08824	32.58	1593	75	73	100/100	9.12	1865
  24800	1660	1	1	17	0.06863	0.08661	31.4	1583	79	77	100/100	8.56	1816
  24900	1658	1	1	17	0.09336	0.08467	16.85	1580	80	78	100/100	8.04	1928
  25000	1669	1	1	17	0.09439	0.08058	28.32	1588	83	81	100/100	7.92	1758
  25100	1667	1	1	17	0.07782	0.0838	17.84	1587	82	80	100/100	7.31	1719
  25200	1648	1	1	17	0.1085	0.08552	34.8	1572	77	75	100/100	6.88	1709
  25300	1654	1	1	17	0.09629	0.08782	29.92	1577	77	75	100/100	8.17	1847
  25400	1669	1	1	17	0.11032	0.08788	11.55	1594	74	72	100/100	7.05	1948
  25500	1660	2	1	17	0.11701	0.08483	51.62	1582	77	75	100/100	6.80	1852
  25600	1658	2	1	17	0.10993	0.08311	51.2	1582	75	73	100/100	7.40	1720
  25700	1656	2	1	17	0.096	0.08532	46.46	1582	73	71	100/100	7.33	1776
  25800	1658	2	1	17	0.104	0.08704	67.46	1580	77	75	100/100	7.31	1773
  25900	1655	2	1	17	0.08475	0.08605	38.29	1579	75	73	100/100	7.66	1682
  26000	1656	2	1	17	0.11141	0.08401	51.76	1582	73	71	100/100	8.68	1899
  26100	1660	1	1	17	0.10826	0.08593	31.01	1584	75	73	100/100	8.23	1942
  26200	1660	0	0	17	0.0325	0.08525	0	1583	75	73	100/100	7.21	1869
  26300	1674	0	0	17	—	0.08535	0	1593	78	76	100/100	7.92	1653
  26400	1680	0	0	17	—	0.08448	0	1595	84	82	100/100	7.58	1547
  26500	1681	0	0	17	—	0.08197	0	1597	83	81	100/100	7.62	1621
  26600	1692	0	0	17	—	0.08345	0	1605	85	83	100/100	7.79	1829
  26700	1698	0	0	17	—	0.08301	0	1614	82	80	100/100	9.36	1825
  26800	1700	0	0	17	—	0.08295	0	1613	85	83	100/100	8.04	1840
  26900	1700	0	0	17	—	0.08487	0	1613	85	83	100/100	7.69	1738
  27000	1695	0	0	17	—	0.08795	0	1607	86	84	100/100	9.13	1752
  27100	1693	0	0	17	—	0.09103	0	1607	88	86	100/100	9.08	1831
  27200	1708	0	0	17	—	0.08825	0	1621	90	88	100/100	9.68	1982
  27300	1702	0	0	17	—	0.08115	0	1616	99	97	100/100	7.67	1885
  27400	1705	0	0	17	—	0.08325	0	1616	104	102	100/100	7.11	2028
  27500	1687	0	0	17	—	0.08702	0	1601	99	98	100/100	6.89	2053
  27600	1672	0	0	17	—	0.08788	0	1583	102	101	100/100	7.64	1835
  27700	1676	0	0	17	—	0.08584	0	1589	102	101	100/100	7.57	1722
  27800	1658	0	0	17	—	0.08347	0	1572	96	95	100/100	7.70	1787
  27900	1648	0	0	17	—	0.08326	0	1563	91	90	100/100	8.53	1790
  28000	1636	0	0	17	—	0.08523	0	1548	93	92	100/100	8.63	1842
  28100	1643	0	0	17	—	0.08612	0	1556	91	90	100/100	9.39	1956
  28200	1645	0	0	17	—	0.08589	0	1560	88	87	100/100	9.12	1916
  28300	1646	0	0	17	—	0.08418	0	1559	89	88	100/100	8.87	1886
  28400	1642	0	0	17	—	0.08384	0	1557	87	86	100/100	7.12	1860
  28500	1640	0	0	17	—	0.08225	0	1558	83	82	100/100	8.93	1718
  28600	1654	0	0	17	—	0.08228	0	1571	84	83	100/100	8.43	1524
  28700	1672	0	0	17	—	0.08442	0	1589	84	83	100/100	8.63	1699
  28800	1676	0	0	17	—	0.08732	0	1593	84	83	100/100	7.34	1695
  28900	1670	0	0	17	—	0.08697	0	1587	84	83	100/100	7.10	1666
  29000	1669	0	0	17	—	0.08438	0	1587	83	82	100/100	7.38	1859
  29100	1666	0	0	17	—	0.08306	0	1584	83	82	100/100	6.90	1744
  29200	1654	0	0	17	—	0.084	0	1572	83	82	100/100	7.43	1664
  29300	1651	0	0	17	—	0.08978	0	1568	84	83	100/100	7.27	1837
  29400	1661	0	0	17	—	0.08922	0	1578	84	83	100/100	7.64	1833
  29500	1650	0	0	17	—	0.08733	0	1570	83	82	100/100	8.37	1872
  29600	1663	0	0	17	—	0.08442	0	1586	89	88	100/100	7.31	1883
  29700	1658	0	0	17	—	0.07995	0	1579	85	84	100/100	8.67	1929
  29800	1649	0	0	17	—	0.08233	0	1573	79	78	100/100	7.12	1931
  29900	1657	0	0	17	—	0.0841	0	1581	78	77	100/100	7.53	1804
  30000	1650	0	0	17	—	0.08434	0	1571	80	79	100/100	8.72	1669
